vente_id;client_id;point_de_vente_id;produit_id;quantites_vendues;prix_vente_unitaire;ventes_euro;date_facturation
778;CLIENT_7;PDV_6;PROD_1;22;177;3894;01/06/2022
779;CLIENT_4;PDV_7;PROD_4;27;67;1809;01/06/2022
780;CLIENT_8;PDV_1;PROD_3;35;197;6895;01/06/2022
781;CLIENT_4;PDV_1;PROD_2;31;235;7285;01/06/2022
782;CLIENT_8;PDV_2;PROD_6;21;117;2457;01/06/2022
783;CLIENT_7;PDV_4;PROD_3;40;261;10440;01/06/2022
784;CLIENT_2;PDV_4;PROD_2;25;171;4275;01/06/2022
785;CLIENT_8;PDV_1;PROD_5;5;299;1495;01/06/2022
786;CLIENT_3;PDV_4;PROD_6;49;340;16660;01/07/2022
787;CLIENT_1;PDV_1;PROD_2;16;48;768;01/07/2022
788;CLIENT_5;PDV_1;PROD_3;25;350;8750;01/07/2022
789;CLIENT_4;PDV_5;PROD_6;12;219;2628;01/07/2022
790;CLIENT_8;PDV_4;PROD_6;15;286;4290;01/07/2022
791;CLIENT_2;PDV_3;PROD_3;21;11;231;01/07/2022
792;CLIENT_1;PDV_7;PROD_5;5;197;985;01/07/2022
793;CLIENT_8;PDV_6;PROD_5;31;324;10044;01/07/2022
794;CLIENT_3;PDV_5;PROD_5;28;252;7056;01/07/2022
795;CLIENT_5;PDV_1;PROD_6;19;232;4408;01/07/2022
796;CLIENT_3;PDV_2;PROD_6;38;164;6232;01/07/2022
797;CLIENT_8;PDV_3;PROD_2;43;1;43;01/07/2022
798;CLIENT_3;PDV_1;PROD_3;16;5;80;01/07/2022
799;CLIENT_1;PDV_7;PROD_5;41;168;6888;01/07/2022
800;CLIENT_7;PDV_5;PROD_2;23;93;2139;01/07/2022
801;CLIENT_3;PDV_3;PROD_3;23;147;3381;01/07/2022
802;CLIENT_4;PDV_7;PROD_5;12;70;840;01/07/2022
803;CLIENT_4;PDV_1;PROD_3;29;126;3654;01/07/2022
804;CLIENT_1;PDV_2;PROD_6;21;266;5586;01/07/2022
805;CLIENT_3;PDV_2;PROD_5;6;349;2094;01/07/2022
806;CLIENT_5;PDV_5;PROD_3;15;293;4395;01/07/2022
807;CLIENT_8;PDV_2;PROD_6;44;85;3740;01/07/2022
808;CLIENT_1;PDV_6;PROD_3;38;189;7182;01/07/2022
809;CLIENT_7;PDV_4;PROD_3;31;330;10230;01/07/2022
810;CLIENT_1;PDV_5;PROD_3;26;57;1482;01/07/2022
811;CLIENT_6;PDV_5;PROD_1;45;132;5940;01/07/2022
812;CLIENT_6;PDV_1;PROD_3;22;56;1232;01/07/2022
813;CLIENT_8;PDV_7;PROD_4;20;115;2300;01/07/2022
814;CLIENT_5;PDV_1;PROD_2;17;51;867;01/07/2022
815;CLIENT_6;PDV_3;PROD_3;26;210;5460;01/07/2022
816;CLIENT_5;PDV_6;PROD_6;6;43;258;01/07/2022
817;CLIENT_6;PDV_7;PROD_5;4;133;532;01/07/2022
818;CLIENT_4;PDV_5;PROD_6;10;195;1950;01/07/2022
819;CLIENT_6;PDV_1;PROD_5;41;64;2624;01/07/2022
820;CLIENT_3;PDV_3;PROD_1;36;104;3744;01/07/2022
821;CLIENT_3;PDV_7;PROD_2;6;125;750;01/07/2022
822;CLIENT_7;PDV_1;PROD_2;7;263;1841;01/07/2022
823;CLIENT_7;PDV_6;PROD_6;32;98;3136;01/07/2022
824;CLIENT_7;PDV_5;PROD_2;31;119;3689;01/07/2022
825;CLIENT_8;PDV_4;PROD_5;50;272;13600;01/07/2022
826;CLIENT_5;PDV_6;PROD_4;41;88;3608;01/07/2022
827;CLIENT_5;PDV_1;PROD_4;33;197;6501;01/07/2022
828;CLIENT_1;PDV_3;PROD_1;26;34;884;01/08/2022
829;CLIENT_1;PDV_2;PROD_3;20;27;540;01/08/2022
830;CLIENT_6;PDV_7;PROD_2;47;281;13207;01/08/2022
831;CLIENT_4;PDV_4;PROD_3;13;334;4342;01/08/2022
832;CLIENT_1;PDV_2;PROD_3;46;338;15548;01/08/2022
833;CLIENT_3;PDV_7;PROD_2;4;308;1232;01/08/2022
834;CLIENT_5;PDV_5;PROD_6;4;12;48;01/08/2022
835;CLIENT_3;PDV_2;PROD_1;43;304;13072;01/08/2022
836;CLIENT_3;PDV_1;PROD_4;16;297;4752;01/08/2022
837;CLIENT_4;PDV_7;PROD_1;49;301;14749;01/08/2022
838;CLIENT_1;PDV_5;PROD_6;5;206;1030;01/08/2022
839;CLIENT_8;PDV_1;PROD_1;27;182;4914;01/08/2022
840;CLIENT_8;PDV_7;PROD_1;15;251;3765;01/08/2022
841;CLIENT_1;PDV_1;PROD_3;3;222;666;01/08/2022
842;CLIENT_5;PDV_1;PROD_3;35;310;10850;01/08/2022
843;CLIENT_2;PDV_7;PROD_1;20;283;5660;01/08/2022
844;CLIENT_6;PDV_7;PROD_3;19;254;4826;01/08/2022
845;CLIENT_4;PDV_2;PROD_3;47;20;940;01/08/2022
846;CLIENT_5;PDV_6;PROD_1;19;154;2926;01/08/2022
847;CLIENT_2;PDV_3;PROD_1;43;79;3397;01/08/2022
848;CLIENT_5;PDV_5;PROD_1;11;282;3102;01/08/2022
849;CLIENT_1;PDV_2;PROD_1;2;34;68;01/08/2022
850;CLIENT_1;PDV_6;PROD_2;2;338;676;01/08/2022
851;CLIENT_8;PDV_7;PROD_1;25;16;400;01/08/2022
852;CLIENT_4;PDV_5;PROD_3;29;295;8555;01/08/2022
853;CLIENT_8;PDV_4;PROD_5;33;185;6105;01/08/2022
854;CLIENT_8;PDV_5;PROD_1;25;306;7650;01/08/2022
855;CLIENT_4;PDV_4;PROD_1;23;78;1794;01/08/2022
856;CLIENT_6;PDV_5;PROD_2;15;141;2115;01/08/2022
857;CLIENT_2;PDV_3;PROD_5;13;8;104;01/08/2022
858;CLIENT_4;PDV_7;PROD_3;44;68;2992;01/08/2022
859;CLIENT_3;PDV_3;PROD_6;25;38;950;01/08/2022
860;CLIENT_3;PDV_4;PROD_1;27;339;9153;01/08/2022
861;CLIENT_2;PDV_1;PROD_4;3;323;969;01/08/2022
862;CLIENT_8;PDV_4;PROD_3;20;118;2360;01/08/2022
863;CLIENT_7;PDV_5;PROD_6;12;282;3384;01/08/2022
864;CLIENT_2;PDV_2;PROD_3;47;273;12831;01/08/2022
865;CLIENT_7;PDV_6;PROD_5;23;141;3243;01/08/2022
866;CLIENT_1;PDV_1;PROD_2;37;202;7474;01/08/2022
867;CLIENT_7;PDV_1;PROD_4;42;55;2310;01/09/2022
868;CLIENT_1;PDV_6;PROD_1;22;107;2354;01/09/2022
869;CLIENT_8;PDV_5;PROD_5;12;50;600;01/09/2022
870;CLIENT_6;PDV_1;PROD_5;35;209;7315;01/09/2022
871;CLIENT_4;PDV_3;PROD_6;31;124;3844;01/09/2022
872;CLIENT_2;PDV_3;PROD_3;38;229;8702;01/09/2022
873;CLIENT_8;PDV_3;PROD_1;36;51;1836;01/09/2022
874;CLIENT_8;PDV_3;PROD_2;28;44;1232;01/09/2022
875;CLIENT_6;PDV_2;PROD_3;48;11;528;01/09/2022
876;CLIENT_7;PDV_6;PROD_5;37;184;6808;01/09/2022
877;CLIENT_1;PDV_4;PROD_1;11;81;891;01/09/2022
878;CLIENT_8;PDV_5;PROD_6;39;229;8931;01/09/2022
879;CLIENT_8;PDV_4;PROD_4;24;329;7896;01/09/2022
880;CLIENT_2;PDV_6;PROD_5;3;167;501;01/09/2022
881;CLIENT_7;PDV_3;PROD_2;33;77;2541;01/09/2022
882;CLIENT_8;PDV_3;PROD_4;6;63;378;01/09/2022
883;CLIENT_8;PDV_7;PROD_4;15;12;180;01/09/2022
884;CLIENT_6;PDV_3;PROD_3;15;25;375;01/09/2022
885;CLIENT_7;PDV_6;PROD_2;37;223;8251;01/09/2022
886;CLIENT_3;PDV_4;PROD_4;28;68;1904;01/09/2022
887;CLIENT_8;PDV_2;PROD_6;2;61;122;01/09/2022
888;CLIENT_1;PDV_1;PROD_4;37;42;1554;01/09/2022
889;CLIENT_8;PDV_3;PROD_6;14;130;1820;01/09/2022
890;CLIENT_6;PDV_7;PROD_5;48;72;3456;01/09/2022
891;CLIENT_8;PDV_7;PROD_3;42;149;6258;01/09/2022
892;CLIENT_5;PDV_3;PROD_1;29;89;2581;01/09/2022
893;CLIENT_5;PDV_1;PROD_1;37;138;5106;01/09/2022
894;CLIENT_4;PDV_3;PROD_1;35;315;11025;01/09/2022
895;CLIENT_6;PDV_2;PROD_3;40;110;4400;01/09/2022
896;CLIENT_5;PDV_5;PROD_5;44;151;6644;01/10/2022
897;CLIENT_3;PDV_1;PROD_4;13;19;247;01/10/2022
898;CLIENT_6;PDV_3;PROD_5;13;132;1716;01/10/2022
899;CLIENT_8;PDV_2;PROD_2;32;314;10048;01/10/2022
900;CLIENT_5;PDV_4;PROD_5;33;9;297;01/10/2022
901;CLIENT_4;PDV_7;PROD_6;3;284;852;01/10/2022
902;CLIENT_2;PDV_1;PROD_4;22;299;6578;01/10/2022
903;CLIENT_6;PDV_5;PROD_5;5;180;900;01/10/2022
904;CLIENT_8;PDV_5;PROD_2;10;343;3430;01/10/2022
905;CLIENT_6;PDV_5;PROD_3;31;95;2945;01/10/2022
906;CLIENT_1;PDV_2;PROD_3;23;338;7774;01/10/2022
907;CLIENT_5;PDV_6;PROD_6;11;287;3157;01/10/2022
908;CLIENT_3;PDV_2;PROD_4;50;317;15850;01/10/2022
909;CLIENT_4;PDV_7;PROD_5;35;175;6125;01/10/2022
910;CLIENT_8;PDV_7;PROD_6;15;55;825;01/10/2022
911;CLIENT_4;PDV_3;PROD_1;33;112;3696;01/10/2022
912;CLIENT_7;PDV_5;PROD_4;34;142;4828;01/10/2022
913;CLIENT_4;PDV_7;PROD_6;15;341;5115;01/10/2022
914;CLIENT_8;PDV_3;PROD_5;25;340;8500;01/10/2022
915;CLIENT_2;PDV_1;PROD_3;30;133;3990;01/10/2022
916;CLIENT_6;PDV_1;PROD_6;47;82;3854;01/10/2022
917;CLIENT_6;PDV_2;PROD_4;17;30;510;01/10/2022
918;CLIENT_4;PDV_7;PROD_1;22;33;726;01/10/2022
919;CLIENT_2;PDV_3;PROD_3;39;256;9984;01/10/2022
920;CLIENT_1;PDV_5;PROD_2;20;231;4620;01/10/2022
921;CLIENT_6;PDV_3;PROD_1;42;119;4998;01/10/2022
922;CLIENT_7;PDV_7;PROD_1;21;309;6489;01/10/2022
923;CLIENT_7;PDV_4;PROD_2;28;150;4200;01/10/2022
924;CLIENT_3;PDV_5;PROD_2;25;107;2675;01/10/2022
925;CLIENT_5;PDV_2;PROD_5;28;41;1148;01/10/2022
926;CLIENT_2;PDV_3;PROD_3;10;328;3280;01/10/2022
927;CLIENT_7;PDV_7;PROD_6;12;209;2508;01/10/2022
928;CLIENT_1;PDV_7;PROD_3;16;141;2256;01/10/2022
929;CLIENT_3;PDV_4;PROD_4;31;175;5425;01/10/2022
930;CLIENT_2;PDV_3;PROD_2;5;264;1320;01/10/2022
931;CLIENT_5;PDV_6;PROD_5;50;266;13300;01/10/2022
932;CLIENT_6;PDV_3;PROD_3;29;90;2610;01/10/2022
933;CLIENT_7;PDV_1;PROD_3;34;110;3740;01/10/2022
934;CLIENT_1;PDV_2;PROD_2;14;99;1386;01/10/2022
935;CLIENT_3;PDV_7;PROD_2;44;59;2596;01/10/2022
936;CLIENT_4;PDV_2;PROD_4;23;91;2093;01/10/2022
937;CLIENT_8;PDV_4;PROD_3;12;13;156;01/10/2022
938;CLIENT_2;PDV_7;PROD_2;2;298;596;01/10/2022
939;CLIENT_2;PDV_5;PROD_4;38;274;10412;01/10/2022
940;CLIENT_4;PDV_3;PROD_6;12;27;324;01/10/2022
941;CLIENT_7;PDV_5;PROD_3;8;174;1392;01/10/2022
942;CLIENT_7;PDV_7;PROD_4;4;348;1392;01/10/2022
943;CLIENT_2;PDV_1;PROD_1;7;130;910;01/10/2022
944;CLIENT_6;PDV_1;PROD_6;11;155;1705;01/10/2022
945;CLIENT_3;PDV_1;PROD_6;21;308;6468;01/10/2022
946;CLIENT_4;PDV_2;PROD_6;5;270;1350;01/10/2022
947;CLIENT_6;PDV_6;PROD_2;32;185;5920;01/10/2022
948;CLIENT_2;PDV_1;PROD_1;45;238;10710;01/10/2022
949;CLIENT_1;PDV_4;PROD_1;30;220;6600;01/10/2022
950;CLIENT_7;PDV_4;PROD_3;33;34;1122;01/10/2022
951;CLIENT_3;PDV_7;PROD_2;6;218;1308;01/10/2022
952;CLIENT_2;PDV_1;PROD_6;9;225;2025;01/10/2022
953;CLIENT_5;PDV_6;PROD_1;21;85;1785;01/10/2022
954;CLIENT_8;PDV_3;PROD_3;49;151;7399;01/10/2022
955;CLIENT_2;PDV_3;PROD_6;21;227;4767;01/10/2022
956;CLIENT_7;PDV_5;PROD_4;32;215;6880;01/10/2022
957;CLIENT_6;PDV_4;PROD_4;32;323;10336;01/10/2022
958;CLIENT_3;PDV_3;PROD_5;11;285;3135;01/10/2022
959;CLIENT_3;PDV_1;PROD_4;24;244;5856;01/11/2022
960;CLIENT_2;PDV_5;PROD_3;6;130;780;01/11/2022
961;CLIENT_8;PDV_2;PROD_1;5;7;35;01/11/2022
962;CLIENT_3;PDV_4;PROD_2;25;340;8500;01/11/2022
963;CLIENT_2;PDV_1;PROD_1;16;84;1344;01/11/2022
964;CLIENT_7;PDV_1;PROD_3;24;187;4488;01/11/2022
965;CLIENT_8;PDV_7;PROD_1;18;18;324;01/11/2022
966;CLIENT_6;PDV_4;PROD_1;43;179;7697;01/11/2022
967;CLIENT_4;PDV_3;PROD_3;20;207;4140;01/11/2022
968;CLIENT_3;PDV_6;PROD_1;15;70;1050;01/11/2022
969;CLIENT_5;PDV_4;PROD_2;13;120;1560;01/11/2022
970;CLIENT_7;PDV_5;PROD_6;22;240;5280;01/11/2022
971;CLIENT_4;PDV_4;PROD_1;18;232;4176;01/11/2022
972;CLIENT_3;PDV_1;PROD_6;28;312;8736;01/11/2022
973;CLIENT_8;PDV_1;PROD_6;16;234;3744;01/11/2022
974;CLIENT_2;PDV_3;PROD_3;19;156;2964;01/11/2022
975;CLIENT_2;PDV_1;PROD_2;38;301;11438;01/11/2022
976;CLIENT_5;PDV_6;PROD_4;12;26;312;01/11/2022
977;CLIENT_5;PDV_6;PROD_4;22;133;2926;01/11/2022
978;CLIENT_8;PDV_1;PROD_6;7;204;1428;01/11/2022
979;CLIENT_1;PDV_1;PROD_2;12;197;2364;01/11/2022
980;CLIENT_4;PDV_3;PROD_4;20;102;2040;01/11/2022
981;CLIENT_5;PDV_4;PROD_5;30;159;4770;01/11/2022
982;CLIENT_5;PDV_3;PROD_3;49;344;16856;01/11/2022
983;CLIENT_5;PDV_2;PROD_3;43;144;6192;01/11/2022
984;CLIENT_4;PDV_6;PROD_4;13;159;2067;01/11/2022
985;CLIENT_8;PDV_3;PROD_6;19;133;2527;01/11/2022
986;CLIENT_7;PDV_1;PROD_5;14;327;4578;01/11/2022
987;CLIENT_1;PDV_3;PROD_3;18;74;1332;01/11/2022
988;CLIENT_7;PDV_6;PROD_6;48;306;14688;01/11/2022
989;CLIENT_3;PDV_1;PROD_3;15;21;315;01/11/2022
990;CLIENT_2;PDV_6;PROD_3;21;289;6069;01/11/2022
991;CLIENT_8;PDV_7;PROD_5;10;110;1100;01/11/2022
992;CLIENT_6;PDV_1;PROD_2;16;124;1984;01/11/2022
993;CLIENT_7;PDV_6;PROD_2;38;148;5624;01/11/2022
994;CLIENT_6;PDV_5;PROD_4;47;160;7520;01/11/2022
995;CLIENT_7;PDV_3;PROD_2;8;97;776;01/11/2022
996;CLIENT_3;PDV_6;PROD_4;7;206;1442;01/11/2022
997;CLIENT_4;PDV_4;PROD_1;29;6;174;01/12/2022
998;CLIENT_8;PDV_4;PROD_3;30;304;9120;01/12/2022
999;CLIENT_5;PDV_2;PROD_6;50;53;2650;01/12/2022
1000;CLIENT_5;PDV_1;PROD_3;27;103;2781;01/12/2022
1001;CLIENT_6;PDV_6;PROD_6;21;272;5712;01/12/2022
1002;CLIENT_1;PDV_1;PROD_5;9;281;2529;01/12/2022
1003;CLIENT_1;PDV_6;PROD_2;19;123;2337;01/12/2022
1004;CLIENT_1;PDV_3;PROD_2;17;269;4573;01/12/2022
1005;CLIENT_4;PDV_2;PROD_3;43;119;5117;01/12/2022
1006;CLIENT_3;PDV_6;PROD_1;12;209;2508;01/12/2022
1007;CLIENT_8;PDV_2;PROD_1;11;106;1166;01/12/2022
1008;CLIENT_7;PDV_6;PROD_1;8;73;584;01/12/2022
1009;CLIENT_7;PDV_7;PROD_4;20;187;3740;01/12/2022
1010;CLIENT_7;PDV_2;PROD_1;43;26;1118;01/12/2022
1011;CLIENT_7;PDV_3;PROD_2;28;94;2632;01/12/2022
1012;CLIENT_1;PDV_2;PROD_6;47;163;7661;01/12/2022
1013;CLIENT_5;PDV_2;PROD_1;1;202;202;01/12/2022
1014;CLIENT_2;PDV_6;PROD_1;40;52;2080;01/12/2022
1015;CLIENT_1;PDV_7;PROD_6;50;137;6850;01/12/2022
1016;CLIENT_7;PDV_3;PROD_4;25;249;6225;01/12/2022
1017;CLIENT_6;PDV_5;PROD_3;39;128;4992;01/12/2022
1018;CLIENT_4;PDV_5;PROD_2;2;149;298;01/12/2022
1019;CLIENT_8;PDV_1;PROD_5;12;79;948;01/12/2022
1020;CLIENT_3;PDV_3;PROD_1;23;277;6371;01/12/2022
1021;CLIENT_1;PDV_3;PROD_6;40;91;3640;01/12/2022
1022;CLIENT_1;PDV_5;PROD_5;14;280;3920;01/12/2022
1023;CLIENT_8;PDV_7;PROD_3;5;246;1230;01/12/2022
1024;CLIENT_7;PDV_6;PROD_2;44;64;2816;01/12/2022
1025;CLIENT_4;PDV_4;PROD_3;19;298;5662;01/12/2022
1026;CLIENT_3;PDV_5;PROD_3;47;169;7943;01/12/2022
1027;CLIENT_8;PDV_4;PROD_1;47;128;6016;01/12/2022
1028;CLIENT_7;PDV_1;PROD_1;2;163;326;01/12/2022
1029;CLIENT_5;PDV_6;PROD_2;45;236;10620;01/12/2022
1030;CLIENT_8;PDV_5;PROD_6;31;336;10416;01/12/2022
1031;CLIENT_7;PDV_7;PROD_1;4;129;516;01/12/2022
1032;CLIENT_1;PDV_3;PROD_3;37;223;8251;01/12/2022
1033;CLIENT_7;PDV_2;PROD_1;11;13;143;01/12/2022
1034;CLIENT_4;PDV_7;PROD_6;9;200;1800;01/12/2022
1035;CLIENT_2;PDV_7;PROD_3;33;5;165;01/12/2022
1036;CLIENT_5;PDV_5;PROD_6;18;272;4896;01/12/2022
1037;CLIENT_4;PDV_5;PROD_4;39;348;13572;01/12/2022
1038;CLIENT_7;PDV_4;PROD_4;28;155;4340;01/12/2022
1039;CLIENT_7;PDV_1;PROD_2;36;303;10908;01/12/2022
1040;CLIENT_2;PDV_1;PROD_4;25;2;50;01/12/2022
1041;CLIENT_8;PDV_2;PROD_4;24;90;2160;01/12/2022
1042;CLIENT_3;PDV_6;PROD_3;3;44;132;01/12/2022
1043;CLIENT_4;PDV_6;PROD_4;8;323;2584;01/12/2022
1044;CLIENT_8;PDV_7;PROD_5;46;189;8694;01/12/2022
1045;CLIENT_5;PDV_6;PROD_2;42;339;14238;01/12/2022
1046;CLIENT_1;PDV_3;PROD_2;45;103;4635;01/12/2022
1047;CLIENT_7;PDV_6;PROD_4;41;173;7093;01/12/2022
1048;CLIENT_2;PDV_7;PROD_3;11;312;3432;01/12/2022
1049;CLIENT_2;PDV_7;PROD_1;27;293;7911;01/12/2022
1050;CLIENT_3;PDV_4;PROD_4;48;155;7440;01/12/2022
1051;CLIENT_2;PDV_4;PROD_4;38;93;3534;01/12/2022
1052;CLIENT_4;PDV_5;PROD_4;14;175;2450;01/12/2022
1053;CLIENT_7;PDV_2;PROD_3;27;304;8208;01/12/2022
1054;CLIENT_1;PDV_2;PROD_6;42;130;5460;01/12/2022
1055;CLIENT_3;PDV_3;PROD_1;25;17;425;01/12/2022
1056;CLIENT_5;PDV_5;PROD_5;8;103;824;01/12/2022
1057;CLIENT_6;PDV_3;PROD_5;14;175;2450;01/12/2022
1058;CLIENT_1;PDV_6;PROD_2;43;68;2924;01/12/2022
1059;CLIENT_4;PDV_3;PROD_5;49;132;6468;01/12/2022
1060;CLIENT_8;PDV_7;PROD_3;32;239;7648;01/12/2022
1061;CLIENT_4;PDV_6;PROD_1;11;296;3256;01/01/2023
1062;CLIENT_7;PDV_7;PROD_1;45;52;2340;01/01/2023
1063;CLIENT_1;PDV_4;PROD_1;36;19;684;01/01/2023
1064;CLIENT_3;PDV_4;PROD_2;6;186;1116;01/01/2023
1065;CLIENT_8;PDV_2;PROD_2;21;70;1470;01/01/2023
1066;CLIENT_3;PDV_2;PROD_4;39;142;5538;01/01/2023
1067;CLIENT_1;PDV_7;PROD_4;44;183;8052;01/01/2023
1068;CLIENT_1;PDV_3;PROD_1;41;43;1763;01/01/2023
1069;CLIENT_2;PDV_5;PROD_5;41;190;7790;01/01/2023
1070;CLIENT_6;PDV_7;PROD_3;29;93;2697;01/01/2023
1071;CLIENT_8;PDV_1;PROD_5;47;201;9447;01/01/2023
1072;CLIENT_6;PDV_3;PROD_3;7;63;441;01/01/2023
1073;CLIENT_2;PDV_3;PROD_1;22;132;2904;01/01/2023
1074;CLIENT_6;PDV_1;PROD_4;5;176;880;01/01/2023
1075;CLIENT_7;PDV_1;PROD_5;39;29;1131;01/01/2023
1076;CLIENT_5;PDV_2;PROD_1;41;348;14268;01/01/2023
1077;CLIENT_1;PDV_3;PROD_6;8;213;1704;01/01/2023
1078;CLIENT_6;PDV_4;PROD_4;10;201;2010;01/01/2023
1079;CLIENT_3;PDV_3;PROD_3;14;114;1596;01/01/2023
1080;CLIENT_3;PDV_1;PROD_3;46;201;9246;01/01/2023
1081;CLIENT_7;PDV_7;PROD_3;22;20;440;01/01/2023
1082;CLIENT_3;PDV_3;PROD_3;50;230;11500;01/01/2023
1083;CLIENT_5;PDV_2;PROD_2;17;293;4981;01/01/2023
1084;CLIENT_7;PDV_5;PROD_1;20;204;4080;01/01/2023
1085;CLIENT_7;PDV_2;PROD_5;14;299;4186;01/01/2023
1086;CLIENT_6;PDV_2;PROD_1;29;53;1537;01/01/2023
1087;CLIENT_5;PDV_6;PROD_6;48;240;11520;01/01/2023
1088;CLIENT_4;PDV_7;PROD_1;44;128;5632;01/01/2023
1089;CLIENT_8;PDV_5;PROD_3;28;97;2716;01/01/2023
1090;CLIENT_8;PDV_3;PROD_1;40;330;13200;01/01/2023
1091;CLIENT_5;PDV_4;PROD_3;49;339;16611;01/01/2023
1092;CLIENT_3;PDV_2;PROD_5;1;330;330;01/01/2023
1093;CLIENT_4;PDV_6;PROD_6;45;158;7110;01/01/2023
1094;CLIENT_8;PDV_6;PROD_3;15;158;2370;01/01/2023
1095;CLIENT_4;PDV_1;PROD_5;14;68;952;01/01/2023
1096;CLIENT_8;PDV_6;PROD_4;6;254;1524;01/01/2023
1097;CLIENT_5;PDV_6;PROD_6;33;109;3597;01/01/2023
1098;CLIENT_4;PDV_5;PROD_5;9;29;261;01/01/2023
1099;CLIENT_4;PDV_4;PROD_3;40;109;4360;01/01/2023
1100;CLIENT_4;PDV_7;PROD_1;26;167;4342;01/01/2023
1101;CLIENT_6;PDV_6;PROD_3;38;306;11628;01/01/2023
1102;CLIENT_4;PDV_3;PROD_5;24;80;1920;01/01/2023
1103;CLIENT_8;PDV_2;PROD_4;1;313;313;01/01/2023
1104;CLIENT_7;PDV_5;PROD_3;29;162;4698;01/01/2023
1105;CLIENT_8;PDV_7;PROD_4;32;92;2944;01/01/2023
1106;CLIENT_8;PDV_5;PROD_1;36;17;612;01/01/2023
1107;CLIENT_8;PDV_2;PROD_5;36;99;3564;01/02/2023
1108;CLIENT_8;PDV_3;PROD_2;10;185;1850;01/02/2023
1109;CLIENT_7;PDV_3;PROD_2;43;48;2064;01/02/2023
1110;CLIENT_6;PDV_6;PROD_4;37;307;11359;01/02/2023
1111;CLIENT_3;PDV_6;PROD_6;22;55;1210;01/02/2023
1112;CLIENT_4;PDV_7;PROD_1;25;113;2825;01/02/2023
1113;CLIENT_4;PDV_5;PROD_5;8;246;1968;01/02/2023
1114;CLIENT_4;PDV_4;PROD_6;46;14;644;01/02/2023
1115;CLIENT_2;PDV_3;PROD_5;48;23;1104;01/02/2023
1116;CLIENT_3;PDV_7;PROD_3;5;9;45;01/02/2023
1117;CLIENT_4;PDV_7;PROD_4;30;18;540;01/02/2023
1118;CLIENT_6;PDV_6;PROD_4;19;59;1121;01/02/2023
1119;CLIENT_7;PDV_7;PROD_2;2;42;84;01/02/2023
1120;CLIENT_7;PDV_7;PROD_1;35;163;5705;01/02/2023
1121;CLIENT_8;PDV_1;PROD_6;46;156;7176;01/02/2023
1122;CLIENT_4;PDV_1;PROD_3;49;328;16072;01/02/2023
1123;CLIENT_2;PDV_6;PROD_4;16;298;4768;01/02/2023
1124;CLIENT_2;PDV_1;PROD_3;35;276;9660;01/02/2023
1125;CLIENT_6;PDV_6;PROD_3;40;147;5880;01/02/2023
1126;CLIENT_7;PDV_7;PROD_4;45;82;3690;01/02/2023
1127;CLIENT_4;PDV_4;PROD_4;26;148;3848;01/02/2023
1128;CLIENT_5;PDV_3;PROD_5;41;181;7421;01/02/2023
1129;CLIENT_3;PDV_1;PROD_6;19;38;722;01/02/2023
1130;CLIENT_6;PDV_3;PROD_2;28;92;2576;01/02/2023
1131;CLIENT_3;PDV_6;PROD_6;33;34;1122;01/02/2023
1132;CLIENT_1;PDV_5;PROD_6;7;213;1491;01/02/2023
1133;CLIENT_4;PDV_2;PROD_1;44;77;3388;01/02/2023
1134;CLIENT_1;PDV_1;PROD_5;14;2;28;01/02/2023
1135;CLIENT_5;PDV_4;PROD_5;19;334;6346;01/02/2023
1136;CLIENT_3;PDV_2;PROD_3;24;312;7488;01/02/2023
1137;CLIENT_5;PDV_1;PROD_4;35;174;6090;01/02/2023
1138;CLIENT_8;PDV_2;PROD_1;45;206;9270;01/02/2023
1139;CLIENT_6;PDV_7;PROD_1;38;307;11666;01/02/2023
1140;CLIENT_7;PDV_6;PROD_4;27;164;4428;01/02/2023
1141;CLIENT_2;PDV_2;PROD_3;35;102;3570;01/02/2023
1142;CLIENT_7;PDV_6;PROD_6;37;293;10841;01/02/2023
1143;CLIENT_7;PDV_4;PROD_4;49;306;14994;01/03/2023
1144;CLIENT_6;PDV_5;PROD_4;23;199;4577;01/03/2023
1145;CLIENT_1;PDV_2;PROD_6;16;203;3248;01/03/2023
1146;CLIENT_8;PDV_2;PROD_5;16;21;336;01/03/2023
1147;CLIENT_3;PDV_1;PROD_6;48;285;13680;01/03/2023
1148;CLIENT_5;PDV_2;PROD_4;15;14;210;01/03/2023
1149;CLIENT_1;PDV_6;PROD_1;26;43;1118;01/03/2023
1150;CLIENT_4;PDV_4;PROD_5;38;142;5396;01/03/2023
1151;CLIENT_8;PDV_5;PROD_6;45;121;5445;01/03/2023
1152;CLIENT_4;PDV_2;PROD_1;33;160;5280;01/03/2023
1153;CLIENT_6;PDV_7;PROD_3;26;90;2340;01/03/2023
1154;CLIENT_7;PDV_6;PROD_1;42;70;2940;01/03/2023
1155;CLIENT_5;PDV_1;PROD_1;11;41;451;01/03/2023
1156;CLIENT_3;PDV_4;PROD_2;7;1;7;01/03/2023
1157;CLIENT_3;PDV_4;PROD_3;34;293;9962;01/03/2023
1158;CLIENT_3;PDV_5;PROD_1;37;235;8695;01/03/2023
1159;CLIENT_8;PDV_1;PROD_6;49;133;6517;01/03/2023
1160;CLIENT_3;PDV_1;PROD_1;34;176;5984;01/03/2023
1161;CLIENT_2;PDV_6;PROD_2;39;163;6357;01/03/2023
1162;CLIENT_2;PDV_2;PROD_6;39;48;1872;01/03/2023
